record_identity,operator,unique_journey_identifier,unique_identifier,route_number_(identifier),route_direction,has_duplicated_stops,location,published_arrival_time,published_departure_time,next_stop_id,next_stop_arrival_time,operates_on_mondays,operates_on_tuesdays,operates_on_wednesdays,operates_on_thursdays,operates_on_fridays,operates_on_saturdays,operates_on_sundays,first_date_of_operation,last_date_of_operation,school_term_time,activity_flag,bank_holidays,running_board,vehicle_type,registration_number,bay_number,fare_stage_indicator,timing_point_indicator
QO,MET,000001,MET000001,1,I,0,9400ZZMAABM1,,06:34:00,9400ZZMACRU1,06:36:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,1,I,0,9400ZZMACRU1,06:36:00,06:36:00,9400ZZMABOW1,06:38:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,1,I,0,9400ZZMABOW1,06:38:00,06:38:00,9400ZZMAHEA1,06:40:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,1,I,0,9400ZZMAHEA1,06:40:00,06:40:00,9400ZZMAPWC1,06:41:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,1,I,0,9400ZZMAPWC1,06:41:00,06:41:00,9400ZZMABOB1,06:43:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,1,I,0,9400ZZMABOB1,06:43:00,06:43:00,9400ZZMAWFD1,06:45:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,1,I,0,9400ZZMAWFD1,06:45:00,06:45:00,9400ZZMARAD1,06:47:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,1,I,0,9400ZZMARAD1,06:47:00,06:47:00,9400ZZMABUR1,06:51:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QT,MET,000001,MET000001,1,I,0,9400ZZMABUR1,06:51:00,,,,1,1,1,1,1,0,0,2018-01-28,20991231,0,,X,999999,METRO,99999999,,F0,T1
QO,MET,000002,MET000002,1,I,0,9400ZZMAABM1,,06:46:00,9400ZZMACRU1,06:48:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,,X,999999,METRO,99999999,,F0,T1
QI,MET,000002,MET000002,1,I,0,9400ZZMACRU1,06:48:00,06:48:00,9400ZZMABOW1,06:50:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000002,MET000002,1,I,0,9400ZZMABOW1,06:50:00,06:50:00,9400ZZMAHEA1,06:52:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000002,MET000002,1,I,0,9400ZZMAHEA1,06:52:00,06:52:00,9400ZZMAPWC1,06:53:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000002,MET000002,1,I,0,9400ZZMAPWC1,06:53:00,06:53:00,9400ZZMABOB1,06:55:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000002,MET000002,1,I,0,9400ZZMABOB1,06:55:00,06:55:00,9400ZZMAWFD1,06:57:00,1,1,1,1,1,0,0,2018-01-28,20991231,0,B,X,999999,METRO,99999999,,F0,T1
