record_identity,operator,unique_journey_identifier,unique_identifier,route_number_(identifier),route_direction,has_duplicated_stops,location,published_arrival_time,published_departure_time,next_stop_id,next_stop_arrival_time,operates_on_mondays,operates_on_tuesdays,operates_on_wednesdays,operates_on_thursdays,operates_on_fridays,operates_on_saturdays,operates_on_sundays,first_date_of_operation,last_date_of_operation,school_term_time,activity_flag,bank_holidays,running_board,vehicle_type,registration_number,bay_number,fare_stage_indicator,timing_point_indicator
QO,BPT,000001,BPT000001,X43,I,0,250020330,,05:20:00,2500444,05:40:00,1,1,1,1,1,0,0,2017-05-21,20991231,0,,X,999999,BUS,99999999,,F0,T1
QI,BPT,000001,BPT000001,X43,I,0,2500444,05:40:00,05:40:00,3200YNA01870,06:15:00,1,1,1,1,1,0,0,2017-05-21,20991231,0,B,X,999999,BUS,99999999,,F0,T1
QT,BPT,000001,BPT000001,X43,I,0,3200YNA01870,06:15:00,,,,1,1,1,1,1,0,0,2017-05-21,20991231,0,,X,999999,BUS,99999999,,F0,T1
QO,BPT,000002,BPT000002,X43,I,0,250020330,,06:00:00,2500444,06:20:00,1,1,1,1,1,0,0,2017-05-21,20991231,0,,X,999999,BUS,99999999,,F0,T1
QI,BPT,000002,BPT000002,X43,I,0,2500444,06:20:00,06:20:00,3200YNA01870,06:55:00,1,1,1,1,1,0,0,2017-05-21,20991231,0,B,X,999999,BUS,99999999,,F0,T1
QT,BPT,000002,BPT000002,X43,I,0,3200YNA01870,06:55:00,,,,1,1,1,1,1,0,0,2017-05-21,20991231,0,,X,999999,BUS,99999999,,F0,T1
QO,BPT,000003,BPT000003,X43,I,0,250020330,,06:35:00,2500444,06:55:00,1,1,1,1,1,0,0,2017-05-21,20991231,0,,X,999999,BUS,99999999,,F0,T1
QI,BPT,000003,BPT000003,X43,I,0,2500444,06:55:00,06:55:00,3200YNA01870,07:30:00,1,1,1,1,1,0,0,2017-05-21,20991231,0,B,X,999999,BUS,99999999,,F0,T1
QT,BPT,000003,BPT000003,X43,I,0,3200YNA01870,07:30:00,,,,1,1,1,1,1,0,0,2017-05-21,20991231,0,,X,999999,BUS,99999999,,F0,T1
QO,BPT,000004,BPT000004,X43,I,0,250020330,,07:10:00,2500444,07:30:00,1,1,1,1,1,0,0,2017-05-21,20991231,0,,X,999999,BUS,99999999,,F0,T1
