record_identity,operator,unique_journey_identifier,unique_identifier,route_number_(identifier),route_direction,has_duplicated_stops,location,published_arrival_time,published_departure_time,next_stop_id,next_stop_arrival_time,operates_on_mondays,operates_on_tuesdays,operates_on_wednesdays,operates_on_thursdays,operates_on_fridays,operates_on_saturdays,operates_on_sundays,first_date_of_operation,last_date_of_operation,school_term_time,activity_flag,bank_holidays,running_board,vehicle_type,registration_number,bay_number,fare_stage_indicator,timing_point_indicator
QO,MET,000001,MET000001,2,I,0,9400ZZMAALT1,,00:08:00,9400ZZMANAV1,00:11:00,1,1,1,1,1,0,0,2018-04-03,20991231,0,,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,2,I,0,9400ZZMANAV1,00:11:00,00:11:00,9400ZZMATIM2,00:13:00,1,1,1,1,1,0,0,2018-04-03,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,2,I,0,9400ZZMATIM2,00:13:00,00:13:00,9400ZZMABKS2,00:15:00,1,1,1,1,1,0,0,2018-04-03,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,2,I,0,9400ZZMABKS2,00:15:00,00:15:00,9400ZZMASLE2,00:17:00,1,1,1,1,1,0,0,2018-04-03,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,2,I,0,9400ZZMASLE2,00:17:00,00:17:00,9400ZZMADNE1,00:18:00,1,1,1,1,1,0,0,2018-04-03,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,2,I,0,9400ZZMADNE1,00:18:00,00:18:00,9400ZZMASFD2,00:20:00,1,1,1,1,1,0,0,2018-04-03,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QI,MET,000001,MET000001,2,I,0,9400ZZMASFD2,00:20:00,00:20:00,9400ZZMAOLD1,00:23:00,1,1,1,1,1,0,0,2018-04-03,20991231,0,B,X,999999,METRO,99999999,,F0,T1
QT,MET,000001,MET000001,2,I,0,9400ZZMAOLD1,00:23:00,,,,1,1,1,1,1,0,0,2018-04-03,20991231,0,,X,999999,METRO,99999999,,F0,T1
QO,MET,000002,MET000002,2,I,0,9400ZZMATRA1,,05:32:00,9400ZZMACRN1,05:35:00,1,1,1,1,1,0,0,2018-04-03,20991231,0,,X,999999,METRO,99999999,,F0,T1
QI,MET,000002,MET000002,2,I,0,9400ZZMACRN1,05:35:00,05:35:00,9400ZZMAGMX1,05:38:00,1,1,1,1,1,0,0,2018-04-03,20991231,0,B,X,999999,METRO,99999999,,F0,T1
