record_identity,operator,unique_journey_identifier,unique_identifier,route_number_(identifier),route_direction,has_duplicated_stops,location,published_arrival_time,published_departure_time,next_stop_id,next_stop_arrival_time,operates_on_mondays,operates_on_tuesdays,operates_on_wednesdays,operates_on_thursdays,operates_on_fridays,operates_on_saturdays,operates_on_sundays,first_date_of_operation,last_date_of_operation,school_term_time,activity_flag,bank_holidays,running_board,vehicle_type,registration_number,bay_number,fare_stage_indicator,timing_point_indicator
QO,GMS,000001,GMS000001,76A,I,0,1800OMWS001,,09:01:00,1800ED15511,09:01:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,,X,999999,BUS,99999999,J,F0,T1
QI,GMS,000001,GMS000001,76A,I,0,1800ED15511,09:01:00,09:01:00,1800ED28301,09:04:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28301,09:04:00,09:04:00,1800ED28671,09:06:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28671,09:06:00,09:06:00,1800ED28691,09:07:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28691,09:07:00,09:07:00,1800ED28711,09:08:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28711,09:08:00,09:08:00,1800ED28731,09:09:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28731,09:09:00,09:09:00,1800ED28751,09:10:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28751,09:10:00,09:10:00,1800ED28781,09:11:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28781,09:11:00,09:11:00,1800ED28801,09:12:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28801,09:12:00,09:12:00,1800ED28821,09:13:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28821,09:13:00,09:13:00,1800ED28831,09:15:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28831,09:15:00,09:15:00,1800ED28901,09:15:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T1
QI,GMS,000001,GMS000001,76A,I,0,1800ED28901,09:15:00,09:15:00,1800ED28911,09:16:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28911,09:16:00,09:16:00,1800ED01301,09:17:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED01301,09:17:00,09:17:00,1800ED00721,09:19:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED00721,09:19:00,09:19:00,1800ED28131,09:19:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28131,09:19:00,09:19:00,1800ED01721,09:21:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED01721,09:21:00,09:21:00,1800ED28091,09:22:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28091,09:22:00,09:22:00,1800ED28061,09:23:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED28061,09:23:00,09:23:00,1800ED01711,09:24:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED01711,09:24:00,09:24:00,1800ED04661,09:25:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED04661,09:25:00,09:25:00,1800ED17941,09:26:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED17941,09:26:00,09:26:00,1800ED04681,09:27:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED04681,09:27:00,09:27:00,1800ED04711,09:28:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T1
QI,GMS,000001,GMS000001,76A,I,0,1800ED04711,09:28:00,09:28:00,1800ED41691,09:28:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED41691,09:28:00,09:28:00,1800ED35321,09:29:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED35321,09:29:00,09:29:00,1800ED35301,09:30:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800ED35301,09:30:00,09:30:00,1800EB35401,09:31:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB35401,09:31:00,09:31:00,1800EB35281,09:32:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB35281,09:32:00,09:32:00,1800EB35171,09:33:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB35171,09:33:00,09:33:00,1800EB35191,09:33:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB35191,09:33:00,09:33:00,1800EB35151,09:34:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB35151,09:34:00,09:34:00,1800EB35131,09:35:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB35131,09:35:00,09:35:00,1800EB35111,09:35:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB35111,09:35:00,09:35:00,1800EB35101,09:36:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB35101,09:36:00,09:36:00,1800EB35081,09:36:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB35081,09:36:00,09:36:00,1800EB32711,09:37:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB32711,09:37:00,09:37:00,1800EB32691,09:38:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB32691,09:38:00,09:38:00,1800EB32671,09:39:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB32671,09:39:00,09:39:00,1800EB32651,09:40:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB32651,09:40:00,09:40:00,1800EB32631,09:41:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB32631,09:41:00,09:41:00,1800EB32611,09:42:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB32611,09:42:00,09:42:00,1800EB32141,09:43:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB32141,09:43:00,09:43:00,1800EB32121,09:44:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T1
QI,GMS,000001,GMS000001,76A,I,0,1800EB32121,09:44:00,09:44:00,1800EB32101,09:45:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB32101,09:45:00,09:45:00,1800EB32081,09:46:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB32081,09:46:00,09:46:00,1800EB32061,09:46:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB32061,09:46:00,09:46:00,1800EB06021,09:47:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB06021,09:47:00,09:47:00,1800EB06131,09:48:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB06131,09:48:00,09:48:00,1800EB32331,09:50:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB32331,09:50:00,09:50:00,1800EB32351,09:50:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB32351,09:50:00,09:50:00,1800EB24311,09:52:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QI,GMS,000001,GMS000001,76A,I,0,1800EB24311,09:52:00,09:52:00,1800EB01311,09:54:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,B,X,999999,BUS,99999999,,F0,T0
QT,GMS,000001,GMS000001,76A,I,0,1800EB01311,09:54:00,,,,1,1,1,1,1,0,0,2017-07-23,20991231,0,,X,999999,BUS,99999999,,F0,T1
QO,GMS,000002,GMS000002,76A,I,0,1800OMWS001,,10:03:00,1800ED15511,10:03:00,1,1,1,1,1,0,0,2017-07-23,20991231,0,,X,999999,BUS,99999999,J,F0,T1
